"","projects_uID","name_agency","project_title","donors","project_status","ongoing_ability","new_project_funding","funding_amount","pillars","projects_activities","other_activities","implimenting_partner","regions","districts"
"84","ID-93","United Nations Population Fund (UNFPA)","Enhenced delivery of integrated package of rights in Karamoja and Acholi sub region","Government of Austria, NA","ongoing_project","yes",NA,108655,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, Logistics, Human resource",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","acholi karamoja","omoro, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga"
"85","ID-94","United Nations Population Fund (UNFPA)","Global supplies and maternal health programme","unfpa, NA","ongoing_project","yes",NA,50000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC, MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC","acholi kampala karamoja northbuganda southbuganda westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"86","ID-95","United Nations Population Fund (UNFPA)","End Child Marriage programme","KOICA, NA","ongoing_project","yes",NA,69000,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash personnel, Logistics, Human resource",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","acholi karamoja","amuru gulu agago pader, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga"
"87","ID-96","United Nations Population Fund (UNFPA)","Joint UN emergency Appeal for COVID19","eu, NA","new_project",NA,"no",3500000,"Coordination,Infection prevention,Surveillance,Case management,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, telecoms_call_center e_meetings telemedicine_protocals software_dev, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies personnel, Logistics, Human resource",NA,"MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,","acholi karamoja westnile","lamwo omoro amuru kitgum gulu agago, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"88","ID-97","Restless Development Uganda","Get Up Speak Up -COVID-19 Project Activitities.","netherlands, NA","new_project",NA,"no",19000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, personnel, Logistics, Human resource","Partnering with Youlead on In partnership with Youlead implement a  survey of young people in East Africa on impact of Covid-19 on their lives.","None, None","busoga","jinja mayuge"
"89","ID-98","Restless Development Uganda","COVID-19 Activities","uk, NA","ongoing_project","yes",NA,32412,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, personnel, Logistics, Human resource","None","None","busoga northbuganda","jinja mayuge, kayunga"
"90","ID-99","Takataka Plastics","Face Shields for Ugandan Medical Staff","crowdfunding, NA","new_project",NA,"no",19000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"","acholi, acholi","lamwo omoro amuru kitgum gulu agago pader nwoya, lamwo omoro amuru kitgum gulu agago pader nwoya"
"91","ID-100","World Vision Uganda","World  Vision Uganda- West Nile Refugee Response COVID-19 community response","internal_funding","new_project",NA,"yes",111000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, mhpss_services_supervisor_monitor, supplies, Logistics, Human resource",NA,"None, None, None","westnile","yumbe adjumani arua koboko moyo obongi"
"92","ID-101","LifeNet International","Protecting Ugandan Healthcare Workers","The Hilton Foundation, NA","new_project",NA,"yes",8000,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure, other, other, personnel, Logistics, Human resource",NA,"","busoga kampala northbuganda southbuganda","iganga jinja mayuge, kampala, buikwe nakasongola mubende mukono nakaseke mityana, masaka wakiso bukomansimbi mpigi lwengo ssembabule butambala kyotera rakai"
"93","ID-102","LifeNet International","Building Capacity of Frontline Healthcare Workers","The Hilton Foundation, NA","ongoing_project","yes",NA,350000,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, hygiene_promotion_sensitization support_community_engagement_meetings, other, other,  Logistics, Human resource",NA,"","busoga kampala northbuganda southbuganda","iganga jinja mayuge, kampala, buikwe luwero nakasongola mubende mukono nakaseke mityana, masaka wakiso bukomansimbi mpigi lwengo butambala kyotera rakai"
"94","ID-103","Catholic Relief Services","COVID-19 Activities","us eu,  UN Appeal, internal_funding","new_project",NA,"no",6724555,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource","Cash transfers to at-risk populations to cover food and NFI needs during covid response; Emergency WASH assistance in urban informal settlements; Continuation of pediatric HIV service delivery through private health providers/","Caritas Kampala","kampala, kampala","kampala, kampala"
"95","ID-104","Welthungerhilfe","Covid 19 activities only","Private Foundations, NA","new_project",NA,"no",250,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, personnel, Logistics, Human resource",NA,"CEFORD, PALM, USSIA, KIFAD, JESE, SATNET, KIMA FOODS","kampala karamoja teso toro westnile, karamoja teso toro westnile, kampala karamoja teso toro westnile, acholi","kampala, moroto napak, amuria katakwi, kabarole kasese, yumbe arua, kampala, moroto, amuria, kasese, arua"
"96","ID-105","Plan International Uganda","COVID-19 Response","internal_funding","new_project",NA,"yes",1e+05,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure, other, none, supplies, Logistics, Human resource",NA,"","bukedi busoga lango westnile","tororo, kamuli buyende, lira, nebbi"
"97","ID-106","Voluntary Services Overseas (VSO)","COVID-19 Activities","uk, NA","ongoing_project","yes",NA,97830,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, strengthen_district_data, other, cash supplies, Logistics, Human resource",NA,"","acholi karamoja westnile, acholi karamoja westnile","gulu, moroto napak, madiokollo, gulu"
"98","ID-107","International Rescue Committee (IRC)","Epidemic preparedness and response and life-saving health services to newly arrived refugees and vulnerable host community members in Uganda","eu, NA","new_project",NA,"no",450000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, supplies, Logistics, Human resource",NA,"None, None, None, None","toro westnile, toro westnile","kyegegwa kasese kamwenge ntoroko, yumbe adjumani arua madiokollo, kyegegwa kasese kamwenge ntoroko, yumbe adjumani arua"
"99","ID-108","International Rescue Committee (IRC)","Provision of Protection, Legal, Community-Based Protection Services, SGBV, Child Protection, Psychosocial Support and Health and Nutrition Services for Refugees residing in Arua, Yumbe, and Lamwo","unhcr, NA","new_project",NA,"no",1100989,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, supplies, Logistics, Human resource",NA,"None, none, None, none","westnile","yumbe adjumani arua madiokollo"
"100","ID-109","International Rescue Committee (IRC)","U-LEARN (Uganda learning, evidence, and accountability research network) -Consortium led by Save","uk, NA","ongoing_project","yes",NA,95000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, supplies, Logistics, Human resource",NA,"","kampala toro westnile","kampala, kyegegwa kasese ntoroko, yumbe adjumani arua madiokollo"
"101","ID-110","Adventist Development & Relief Agency (ADRA)","COVID-19 Awareness & Mitigation Project","sweden denmark  Canada, internal_funding","new_project",NA,"no",130000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings, other, none, supplies personnel, Logistics, Human resource",NA,"Religious Leaders (IRCU members)","acholi kampala karamoja toro, acholi karamoja, acholi","kitgum agago pader, kampala, kaabong kotido abim, kyegegwa kamwenge, kitgum agago pader"
"102","ID-111","Adventist Development & Relief Agency (ADRA)","COVID-19 Awareness & Mitigation Project","internal_funding","new_project",NA,"no",40000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"","",""
"103","ID-112","Joint UN Programme on HIV/AIDS  in Uganda (JUPSA)","Karamoja United Nations HIV programme (KARUNA)","ireland, unicef unhcr fao wfp undp who unfpa unaids unwomen ilo iom, NA","ongoing_project","yes",NA,997781,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities, budget_tracking_activity_reporting, mhpss_counsellors, supplies personnel, Logistics, Human resource",NA,"Karamoja United Nations HIV Programme (KARUNA) IPs","kampala karamoja, kampala karamoja, karamoja, kampala","kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, kampala, moroto amudat, moroto"
"104","ID-113","Trócaire","COVID-19 EMERGENCY RESPONSE FUND PROJECT.","ireland, NA","new_project",NA,"yes",16763,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, supplies, Logistics, Human resource",NA,"Caritas Gulu and Don Bosco, Caritas Gulu and Don Bosco, Caritas Gulu and Don Bosco, Caritas Gulu and Don Bosco., Caritas Gulu and Don Bosco","acholi","lamwo"
"105","ID-114","Trócaire","COVID-19 Activities","ireland, NA","ongoing_project","yes",NA,53600,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, mhpss_counsellors mhpss_support_materials, supplies, Logistics, Human resource","COVID-19 RESPONSE PROJECT IN ACHOLI AND TESO.","African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., Thrive Gulu, African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA, GULU ARCH DIOCESES, SOCADIDO.","acholi teso, acholi teso, acholi","lamwo gulu, bukedea amuria katakwi kalaki, lamwo gulu, lamwo"
"106","ID-115","Trócaire","COVID-19 RESPONSE PROJECT IN ACHOLI AND TESO-UGANDA-IRISH EMBASSY","ireland, NA","new_project",NA,"no",44602,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings, other, none, cash supplies, Logistics, Human resource","Food distribution/support and food security; Radio programmes on GBV amidst; Access to other medical essential  services.services COVID-19","Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO","acholi teso, acholi teso","lamwo, bukedea kalaki, lamwo"
"107","ID-116","Adventist Development & Relief Agency (ADRA)","COVID-19 Awareness & Mitigation Project","internal_funding","new_project",NA,"no",140000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, supplies personnel, Logistics, Human resource",NA,"","acholi kampala karamoja toro, acholi kampala karamoja toro","kitgum agago pader, kampala, kaabong kotido abim, kyegegwa kamwenge, kitgum agago pader"
"108","ID-117","Adventist Development & Relief Agency (ADRA)","COVID-19 Awareness and Mitigation Project (CAM)","sweden denmark  Canada, internal_funding","new_project",NA,"no",140000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource","COVID-19 Awareness & Mitigation Project","","",""
"109","ID-118","AWO International","Preparing communities to prevent and respond to COVID-19 in Isingiro District of Uganda","Aktion Deutschland Hilft (ADH), NA","new_project",NA,"yes",32000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings, other, none, supplies personnel, Logistics, Human resource",NA,"COVOID Community Volunteer Initiative for Development, COVOID Community Volunteer Initiative for Development","ankole","isingiro"
"110","ID-119","AWO International","Mitigating effects of locust invasion meetingCoronavirus requirements for implementation in 2 districts in Karamoja","Aktion Deutschland Hilft (ADH), NA","new_project",NA,"yes",7000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure support_community_engagement_meetings, other, none, supplies personnel, Logistics, Human resource",NA,"ECO Ecological Christian Organisation, ECO Ecological Christian Organisation","karamoja","napak nabilatuk"
"111","ID-120","Mission Aviation Fellowship (MAF)","Covid-19 activities only","internal_funding","ongoing_project","no",NA,20000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource","provision of subsidised flight services to upcountry airfields to facilitate staff and cargo  transport","Church Mission NGO's and Government","karamoja westnile","moroto kaabong kotido amudat, adjumani arua moyo"
"112","ID-121","ALIGHT ( Formerly American Refugee Committee)","COVID-19 Activities","To.org – Accelerating earth's most vital ventures, NA","new_project",NA,"yes",50000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, mhpss_counsellors mhpss_services_supervisor_monitor,  Logistics, Human resource","NA","Implemented by ALIGHT with Sub-grantees CBOs ( Wakati Foundation and Opportunigee), Implemented by ALIGHT with Sub-grantees CBOs ( Wakati Foundation and Opportunigee), Implemented by ALIGHT with Sub-grantees CBOs ( Wakati Foundation and Opportunigee), NA, NA","ankole","isingiro"
"113","ID-122","Mission Aviation Fellowship (MAF)","COVID-19 activities only","internal_funding","ongoing_project","yes",NA,20000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource","Flights to any of the airstrips within the country, MAF is able to provide subsidised air transport for church, mission and development agencies (NGO's) as well as government staff for emergency flights related to the Covid response under a MoH letter of authorisation","","karamoja westnile","moroto kaabong kotido amudat, adjumani arua moyo"
"114","ID-123","United Nations High Commissioner For Refugees","Preparedness and Response in Refugee Hosting districts","HQ, internal_funding","new_project",NA,"no",14249182,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings, other, other, supplies, Logistics, Human resource",NA,"Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC), OXFAM, NSAMISI, LWF, WMU, Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC)","acholi ankole bunyoro toro westnile, acholi ankole bunyoro toro westnile","lamwo, isingiro, kikuube kiryandongo, kyegegwa kamwenge, yumbe adjumani arua koboko madiokollo obongi, lamwo"
"115","ID-124","CARE International","Women and Youth Resilience Project","Austrian Development Coperation, NA","ongoing_project","yes",NA,15000,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_counsellors mhpss_support_materials, supplies, Logistics, Human resource",NA,"Partners for Community Health and Development organisations, Partners for Community Health and Development organisations,Community Empowerment for Rural Development","acholi, acholi westnile","gulu, gulu, arua"
"116","ID-125","Norwegian Refugee Council (NRC)","Support setting up isolation shelter and renovation works (new facilities & old), supply of handwashing facilities and soap to health centres, support with fuel at district level and support with water storage tanks","sweden eu norway, internal_funding","new_project",NA,"yes",3e+05,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies, Logistics, Human resource","Multipurpose cash to support the most vulnerable during the lockdown","AHA","ankole bunyoro kampala westnile, kampala, ankole bunyoro kampala westnile, kampala westnile, ankole bunyoro westnile, ankole kampala westnile","isingiro, kikuube hoima, kampala, yumbe adjumani arua, isingiro, kikuube"
"117","ID-126","Norwegian Refugee Council (NRC)","targeting the most vulnerable persons using Community based approach and community based protection analysis","sweden norway, NA","new_project",NA,"no",7e+05,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, supplies, Logistics, Human resource",NA,"AHA and Cafomi","ankole bunyoro kampala westnile","isingiro, kikuube, kampala, yumbe adjumani arua"
"118","ID-127","Norwegian Refugee Council (NRC)","None","NA","new_project",NA,"no",0,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource","None","","ankole","isingiro"
"119","ID-128","Norwegian Refugee Council (NRC)","None","NA","new_project",NA,"no",0,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource","none","","kampala","kampala"
"120","ID-129","International Rescue Committee (IRC)","CORE Group Polio Project (CGPP)","World Vision, NA","ongoing_project","yes",NA,60000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, supplies personnel, Logistics, Human resource",NA,"","acholi westnile","lamwo, yumbe"
"121","ID-130","International Rescue Committee (IRC)","Enhancing the resilience of urban refugees and vulnerable host communities in Kampala through an integrated protection and livelihoods approach","us, NA","ongoing_project","yes",NA,164000,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, supplies, Logistics, Human resource",NA,"","kampala","kampala"
"122","ID-131","International Rescue Committee (IRC)","Provision of multi-sector assistance and protection to South Sudanese refugees in West Nile, Uganda","us, NA","ongoing_project","yes",NA,50000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure, other, mhpss_services_supervisor_monitor, supplies personnel, Logistics, Human resource",NA,"","westnile","yumbe"
"123","ID-132","International Rescue Committee (IRC)","Provision of Protection, Legal, Community-Based Protection I Services, SGBV, Child Protection, Psychosocial Support and : Health and Nutrition Services for Refugees residing in Arua, Yumbe, and Lamwo","unhcr, NA","ongoing_project","yes",NA,5e+05,"Coordination,Infection prevention,Surveillance,Case management,WASH,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, hygiene_promotion_sensitization support_community_engagement_meetings, other, mhpss_counsellors mhpss_support_materials, supplies personnel, Logistics, Human resource",NA,"TPO","acholi westnile","lamwo, yumbe arua"
"124","ID-133","International Rescue Committee (IRC)","UNFPA International Rescue Committee Annual Work Plan 2020","unfpa, NA","ongoing_project","yes",NA,1e+05,"Coordination,Infection prevention,Surveillance,Case management,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none, supplies personnel, Logistics, Human resource",NA,"","karamoja","moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk"
"125","ID-134","International Rescue Committee (IRC)","Ebola Preparedness in Communities at High Risk of Receiving Ebola Cases Imported from DRC","Seamont foundation, NA","ongoing_project","yes",NA,20000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, procure_wash_infrastructure, other, none, supplies personnel, Logistics, Human resource",NA,"","bunyoro toro","kagadi, kyegegwa"
"126","ID-135","International Rescue Committee (IRC)","Epidemic preparedness and response and life saving health services to newly arrived refugees and vulnerable host populations","eu, NA","new_project",NA,"yes",255000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, hygiene_promotion_sensitization support_community_engagement_meetings, other, none, supplies personnel, Logistics, Human resource",NA,"","acholi bunyoro toro westnile","lamwo, kagadi, kasese, yumbe arua madiokollo"
"127","ID-136","International Rescue Committee (IRC)","Access, protection, empowerment, accountability, and leadership","eu, NA","new_project",NA,"yes",16000,"Coordination,Infection prevention,Surveillance,Case management,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, mhpss_services_supervisor_monitor, supplies personnel, Logistics, Human resource",NA,"","toro","kyegegwa"
"128","ID-137","International Rescue Committee (IRC)","Unrestricted internal emergency response funds from IRC","internal_funding","new_project",NA,"yes",72000,"Coordination,Infection prevention,Surveillance,Case management,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, other, none, none,  Logistics, Human resource",NA,"","acholi bunyoro kampala toro westnile","lamwo, kagadi, kampala, kyegegwa kasese, yumbe arua"
"129","ID-138","Living Goods","Supporting government to have a coordinated community response on prevention detection and response to COVID-19","us, NA","ongoing_project","yes",NA,250000,"Coordination,Infection prevention,Surveillance,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure, e_meetings emergency_hotline strengthen_district_data, other, supplies personnel, Logistics, Human resource","Developed bguidelines fofr the MONH for covid 19","DL, DL and Community Health workers","busoga elgon kampala southbuganda teso, elgon kampala lango southbuganda, elgon lango southbuganda","kamuli iganga jinja, mbale, kampala, masaka wakiso, soroti, sironko mbale, lira"
"130","ID-139","Oxfam","Support for Community Based Initiatives for COVID-19 Preparedness and Response in Rhino/Omugo Refugee Settlement, Arua, Uganda","eu, NA","new_project",NA,"yes",107000,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, supplies, Logistics, Human resource",NA,"YSAT, YSAT, Oxfam, YSAT, Oxfam","westnile","arua"
"131","ID-140","Oxfam","COVID-19 activities","eu, NA","ongoing_project","yes",NA,38903,"Coordination,Infection prevention,Surveillance,Case management,WASH,Risk communications,Logistics,Human resource","Coordination, Infection prevention, Surveillance, Case management, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, other, none, supplies, Logistics, Human resource","Improving the safety and self-reliance of conflict affected displaced populations and host communities in DRC and Uganda:  Integrated WASH, EFSVL and Protection","","toro","kyegegwa"
