"","projects_uID","name_agency","project_title","donors","project_status","ongoing_ability","new_project_funding","funding_amount","pillars","projects_activities","other_activities","implimenting_partner","regions","districts"
"82","ID-91","United Nations Population Fund (UNFPA)","SIDA Funded programmes Joint SRH/GBV, Together for HIV/SRH,KARUNA,UBRAF","sweden","ongoing_project","yes",NA,"206000","Infection prevention,Mental health,Risk communications,Logistics","none, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, none,  none, none, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies personnel, procure_ppe procure_medicine procure_thermometers fuel procure_sanitizer procure_soap chlorination procure_boots, none",NA,"MOH, DLGs, IRC, BRAC, ACCORD , AIC, MOH, DLGs, IRC, BRAC, ACCORD  AIC, MOH, DLGs, IRC, BRAC, ACCORD  AIC, MOH, DLGs, IRC, BRAC, ACCORD  AIC","elgon kampala karamoja westnile","kween bukwo bulambuli, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, yumbe adjumani arua moyo madiokollo obongi"
"83","ID-92","United Nations Population Fund (UNFPA)","Advancing Sexual Reproductive Health and Rights in West Nile and Acholi Sub Regions in Uganda","netherlands","ongoing_project","yes",NA,"166000","Coordination,Infection prevention,ICT innovations,Mental health,Risk communications,Logistics","national_task_force_district_task_force information_product tech_support_lg moh_support_lg ehd_districts_wash, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, none,  none, none, telecoms_call_center e_meetings implement_elmis software_dev telemedicine_approach strengthen_district_data telemedicine_orientation, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, procure_ppe procure_medicine procure_thermometers procure_medical_equipment procure_sanitizer procure_soap chlorination, none","Voucher system to ensure women access services , Vehicles will be stationed at the health facilities and payments for fuel and driver's allowance will be made based on the vehicle log , Use district ambulances for districts to support referral services including picking mothers from home,  Pregnancy mapping","MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda","acholi westnile","lamwo amuru agago, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"84","ID-93","United Nations Population Fund (UNFPA)","Enhenced delivery of integrated package of rights in Karamoja and Acholi sub region","Government of Austria","ongoing_project","yes",NA,"108655","Infection prevention,Mental health,Risk communications,Logistics","none, adapted_ipc_standard_operating_procedures procure_ipc, none,  none, none, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash supplies, procure_ppe procure_medicine procure_thermometers procure_sanitizer procure_soap, none",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","acholi karamoja","omoro, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga"
"85","ID-94","United Nations Population Fund (UNFPA)","Global supplies and maternal health programme","unfpa","ongoing_project","yes",NA,"50000","Infection prevention,Logistics","none, adapted_ipc_standard_operating_procedures procure_ipc, none,  none, none, none, none,  procure_ppe procure_medicine procure_waste_management_supplies procure_sanitizer procure_soap chlorination procure_boots, none",NA,"MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC, MOH, DLGs,  JMS, NMS, MSU, MSH, UFPC","acholi kampala karamoja northbuganda southbuganda westnile","lamwo omoro amuru kitgum gulu agago pader nwoya, kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, buikwe luwero nakasongola mubende buvuma kayunga kyankwanzi kiboga mukono nakaseke mityana kassanda, masaka kalangala wakiso bukomansimbi mpigi lwengo lyantonde ssembabule butambala kalungu kyotera gomba rakai, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"86","ID-95","United Nations Population Fund (UNFPA)","End Child Marriage programme","KOICA","ongoing_project","yes",NA,"69000","Coordination,Infection prevention,Mental health,Risk communications,Logistics","national_task_force_district_task_force tech_support_lg moh_support_lg ehd_districts_wash, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, none,  none, none, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, cash personnel, procure_ppe procure_medicine procure_waste_management_supplies procure_thermometers fuel procure_sanitizer procure_soap chlorination, none",NA,"MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD, MOH, DLGs, IRC, BRAC, ACCORD","acholi karamoja","amuru gulu agago pader, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga"
"87","ID-96","United Nations Population Fund (UNFPA)","Joint UN emergency Appeal for COVID19","eu","new_project",NA,"no","3500000","Coordination,Infection prevention,ICT innovations,Mental health,Risk communications,Logistics,Human resources","national_task_force_district_task_force monitor_plan_implementation orientation_surge tech_support_lg moh_support_lg ehd_districts_wash, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, none,  none, none, telecoms_call_center e_meetings telemedicine_protocals software_dev, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies personnel, procure_ppe procure_medicine procure_waste_management_supplies procure_thermometers procure_sanitizer procure_soap chlorination, recruitment_costs surge_staff",NA,"MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,, MOH, MOES, MGLSD, UBOS, NPA, NPC, JMS, NMS, DLGs, JHPIEGO, LWF, Humanity and Inclusion, MSU, MSH, BRAC, UFPC, IRCU, Parliament of Uganda,","acholi karamoja westnile","lamwo omoro amuru kitgum gulu agago, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, maracha pakwach zombo yumbe adjumani arua nebbi koboko moyo madiokollo obongi"
"88","ID-97","Restless Development Uganda","Get Up Speak Up -COVID-19 Project Activitities.","netherlands","new_project",NA,"no","19000","Risk communications,Human resources","none, none, none,  none, none, none, none, personnel, none, call_centre_staff","Partnering with Youlead on In partnership with Youlead implement a  survey of young people in East Africa on impact of Covid-19 on their lives.","","busoga","jinja mayuge"
"89","ID-98","Restless Development Uganda","COVID-19 Activities","uk","ongoing_project","yes",NA,"32412","Risk communications","none, none, none,  none, none, none, none, personnel, none, none",NA,"","busoga northbuganda","jinja mayuge, kayunga"
"90","ID-99","Takataka Plastics","Face Shields for Ugandan Medical Staff","crowdfunding","new_project",NA,"no","19000","Infection prevention,Logistics","none, procure_ipc, none,  none, none, none, none,  procure_ppe, none",NA,"","acholi, acholi","lamwo omoro amuru kitgum gulu agago pader nwoya, lamwo omoro amuru kitgum gulu agago pader nwoya"
"91","ID-100","World Vision Uganda","World  Vision Uganda- West Nile Refugee Response COVID-19 community response","Internal Funding","new_project",NA,"yes","111000","Coordination,Infection prevention,WASH,Mental health,Risk communications,Logistics","national_task_force_district_task_force information_product, procure_ipc other, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, mhpss_services_supervisor_monitor, supplies, procure_ppe procure_waste_management_supplies procure_thermoscanners procure_thermometers fuel procure_sanitizer procure_watertanks, none",NA,"","westnile","yumbe adjumani arua koboko moyo obongi"
"92","ID-101","LifeNet International","Protecting Ugandan Healthcare Workers","The Hilton Foundation","new_project",NA,"yes","8000","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,ICT innovations,Risk communications,Logistics,Human resources","information_product other, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, orient_workers_surveillance,  orientation_detection_linking_isolation_facilities assess_readiness, procure_wash_infrastructure, other, none, personnel, procure_ppe procure_thermometers procure_sanitizer procure_soap wash_costs, compensation_health_providers",NA,"","busoga kampala northbuganda southbuganda","iganga jinja mayuge, kampala, buikwe nakasongola mubende mukono nakaseke mityana, masaka wakiso bukomansimbi mpigi lwengo ssembabule butambala kyotera rakai"
"93","ID-102","LifeNet International","Building Capacity of Frontline Healthcare Workers","The Hilton Foundation","ongoing_project","yes",NA,"350000","Coordination,Infection prevention,WASH,ICT innovations","monitor_plan_implementation information_product, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, none,  none, hygiene_promotion_sensitization support_community_engagement_meetings, other, none,  none, none",NA,"","busoga kampala northbuganda southbuganda","iganga jinja mayuge, kampala, buikwe luwero nakasongola mubende mukono nakaseke mityana, masaka wakiso bukomansimbi mpigi lwengo butambala kyotera rakai"
"94","ID-103","Catholic Relief Services","COVID-19 Activities","us eu,  UN Appeal, Internal Funding","new_project",NA,"no","6724555","Infection prevention,Case management,Logistics","none, procure_ipc, none,  orientation_workers_rrh, none, none, none,  wash_isolation_quarantine_centres mobile_toilet_isolation other, none","Cash transfers to at-risk populations to cover food and NFI needs during covid response; Emergency WASH assistance in urban informal settlements; Continuation of pediatric HIV service delivery through private health providers/","Caritas Kampala","kampala, kampala","kampala, kampala"
"95","ID-104","Welthungerhilfe","Covid 19 activities only","Private Foundations","new_project",NA,"no","250","Coordination,Infection prevention,WASH,Risk communications,Logistics","tech_support_lg ehd_districts_wash, procure_ipc, none,  none, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, personnel, procure_ppe procure_thermometers, none",NA,"CEFORD, PALM, USSIA, KIFAD, JESE, SATNET, KIMA FOODS","kampala karamoja teso toro westnile, karamoja teso toro westnile, kampala karamoja teso toro westnile, acholi","kampala, moroto napak, amuria katakwi, kabarole kasese, yumbe arua, kampala, moroto, amuria, kasese, arua"
"96","ID-105","Plan International Uganda","COVID-19 Response","Internal Funding","new_project",NA,"yes","1e+05","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,Risk communications,Logistics","national_task_force_district_task_force tech_support_lg, procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, orient_workers_surveillance,  activate_ambulance food_assistance_quarantine_other, procure_wash_infrastructure, none, none, supplies, procure_ppe procure_sanitizer, none",NA,"","bukedi busoga lango westnile","tororo, kamuli buyende, lira, nebbi"
"97","ID-106","Voluntary Services Overseas (VSO)","COVID-19 Activities","uk","ongoing_project","yes",NA,"97830","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,ICT innovations,Risk communications,Logistics,Human resources","simulation_exercises orientation_surge ehd_districts_wash, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, distribute_tools orient_workers_surveillance entry_point_supervisors,  orientation_workers_rrh assess_readiness activate_ambulance, support_engagements_with_authorities hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, strengthen_district_data, none, cash supplies, fuel print_statutory_instrument, facilitate_response_teams",NA,"","acholi karamoja westnile, acholi karamoja westnile","gulu, moroto napak, madiokollo, gulu"
"98","ID-107","International Rescue Committee (IRC)","Epidemic preparedness and response and life-saving health services to newly arrived refugees and vulnerable host community members in Uganda","eu","new_project",NA,"no","450000","Coordination,Infection prevention,Surveillance,Laboratory,Case management,Risk communications","national_task_force_district_task_force tech_support_lg other, procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, rapid_risk_capacity_assessment_district distribute_tools orient_workers_surveillance,  activate_ambulance, none, none, none, supplies, none, none",NA,"","toro westnile, toro westnile","kyegegwa kasese kamwenge ntoroko, yumbe adjumani arua madiokollo, kyegegwa kasese kamwenge ntoroko, yumbe adjumani arua"
"99","ID-108","International Rescue Committee (IRC)","Provision of Protection, Legal, Community-Based Protection Services, SGBV, Child Protection, Psychosocial Support and Health and Nutrition Services for Refugees residing in Arua, Yumbe, and Lamwo","unhcr","new_project",NA,"no","1100989","Coordination,Infection prevention,Surveillance,Laboratory,Case management,Risk communications,Human resources","national_task_force_district_task_force tech_support_lg, adapted_ipc_standard_operating_procedures ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, distribute_tools orient_workers_surveillance,  food_assitance_isolation, none, none, none, supplies, none, surge_staff",NA,"","westnile","yumbe adjumani arua madiokollo"
"100","ID-109","International Rescue Committee (IRC)","U-LEARN (Uganda learning, evidence, and accountability research network) -Consortium led by Save","uk","ongoing_project","yes",NA,"95000","Risk communications","none, none, none,  none, none, none, none, supplies, none, none",NA,"","kampala toro westnile","kampala, kyegegwa kasese ntoroko, yumbe adjumani arua madiokollo"
"101","ID-110","Adventist Development & Relief Agency (ADRA)","COVID-19 Awareness & Mitigation Project","sweden denmark  Canada, Internal Funding","new_project",NA,"no","130000","Coordination,Infection prevention,WASH,Risk communications","ehd_districts_wash, adapted_ipc_standard_operating_procedures procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings, none, none, supplies personnel, none, none",NA,"Religious Leaders (IRCU members)","acholi kampala karamoja toro, acholi karamoja, acholi","kitgum agago pader, kampala, kaabong kotido abim, kyegegwa kamwenge, kitgum agago pader"
"102","ID-111","Adventist Development & Relief Agency (ADRA)","COVID-19 Awareness & Mitigation Project","Internal Funding","new_project",NA,"no","40000","other","none, none, none,  none, none, none, none,  none, none",NA,"","",""
"103","ID-112","Joint UN Programme on HIV/AIDS  in Uganda (JUPSA)","Karamoja United Nations HIV programme (KARUNA)","ireland, unicef unhcr fao wfp undp who unfpa unaids unwomen ilo iom","ongoing_project","yes",NA,"997781","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,ICT innovations,Mental health,Risk communications,Logistics,Human resources","national_task_force_district_task_force monitor_plan_implementation information_product orientation_surge deploy_national_rapid_response assessments_national_rapid_response tech_support_lg moh_support_lg ehd_districts_wash, adapted_ipc_standard_operating_procedures ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission surveillance_hospitals, rapid_risk_capacity_assessment_district surveillance_guidelines_training distribute_tools orient_workers_surveillance risk_centre_identification,  orientation_detection_linking_isolation_facilities orientation_workers_icu, support_engagements_with_authorities, budget_tracking_activity_reporting, mhpss_counsellors, supplies personnel, procure_ppe, facilitate_response_teams",NA,"Karamoja United Nations HIV Programme (KARUNA) IPs","kampala karamoja, kampala karamoja, karamoja, kampala","kampala, moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk karenga, kampala, moroto amudat, moroto"
"104","ID-113","Trocaire","COVID-19 EMERGENCY RESPONSE FUND PROJECT.","ireland","new_project",NA,"yes","16763","Coordination,WASH,Risk communications,Logistics,Human resources","other, none, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, supplies, procure_sanitizer procure_soap, facilitate_response_teams",NA,"Caritas Gulu and Don Bosco, Caritas Gulu and Don Bosco, Caritas Gulu and Don Bosco, Caritas Gulu and Don Bosco., Caritas Gulu and Don Bosco","acholi","lamwo"
"105","ID-114","Trocaire","COVID-19 Activities","ireland","ongoing_project","yes",NA,"53600","Coordination,WASH,Mental health,Risk communications,Logistics,Human resources","other, none, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, mhpss_counsellors mhpss_support_materials, supplies, procure_soap procure_watertanks, facilitate_response_teams","COVID-19 RESPONSE PROJECT IN ACHOLI AND TESO.","African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., Thrive Gulu, African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA,GULU ARCH DIOCESE,SOCADIDO., African Women Rising, Thrive Gulu, TEDDO, TERELEPR, MCJL, SOCADIWODA, GULU ARCH DIOCESES, SOCADIDO.","acholi teso, acholi teso, acholi","lamwo gulu, bukedea amuria katakwi kalaki, lamwo gulu, lamwo"
"106","ID-115","Trocaire","COVID-19 RESPONSE PROJECT IN ACHOLI AND TESO-UGANDA-IRISH EMBASSY","ireland","new_project",NA,"no","44602","Coordination,WASH,Risk communications,Logistics,Human resources","other, none, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings, none, none, cash supplies, procure_watertanks, facilitate_response_teams","Food distribution/support and food security; Radio programmes on GBV amidst; Access to other medical essential  services.services COVID-19","Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO, Caritas Gulu, Don Bosco and TEDDO","acholi teso, acholi teso","lamwo, bukedea kalaki, lamwo"
"107","ID-116","Adventist Development & Relief Agency (ADRA)","COVID-19 Awareness & Mitigation Project","Internal Funding","new_project",NA,"no","140000","WASH,Risk communications","none, none, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, supplies personnel, none, none",NA,"","acholi kampala karamoja toro, acholi kampala karamoja toro","kitgum agago pader, kampala, kaabong kotido abim, kyegegwa kamwenge, kitgum agago pader"
"108","ID-117","Adventist Development & Relief Agency (ADRA)","COVID-19 Awareness and Mitigation Project (CAM)","sweden denmark  Canada, Internal Funding","new_project",NA,"no","140000","other","none, none, none,  none, none, none, none,  none, none","COVID-19 Awareness & Mitigation Project","","",""
"109","ID-118","AWO International","Preparing communities to prevent and respond to COVID-19 in Isingiro District of Uganda","Aktion Deutschland Hilft (ADH)","new_project",NA,"yes","32000","WASH,Risk communications","none, none, none,  none, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings, none, none, supplies personnel, none, none",NA,"COVOID Community Volunteer Initiative for Development, COVOID Community Volunteer Initiative for Development","ankole","isingiro"
"110","ID-119","AWO International","Mitigating effects of locust invasion meetingCoronavirus requirements for implementation in 2 districts in Karamoja","Aktion Deutschland Hilft (ADH)","new_project",NA,"yes","7000","WASH,Risk communications","none, none, none,  none, procure_wash_infrastructure support_community_engagement_meetings, none, none, supplies personnel, none, none",NA,"ECO Ecological Christian Organisation, ECO Ecological Christian Organisation","karamoja","napak nabilatuk"
"111","ID-120","Mission Aviation Fellowship (MAF)","Covid-19 activities only","Internal Funding","ongoing_project","no",NA,"20000","Logistics","none, none, none,  none, none, none, none,  transport_medical_staff, none","provision of subsidised flight services to upcountry airfields to facilitate staff and cargo  transport","Church Mission NGO's and Government","karamoja westnile","moroto kaabong kotido amudat, adjumani arua moyo"
"112","ID-121","ALIGHT ( Formerly American Refugee Committee)","COVID-19 Activities","To.org – Accelerating earth's most vital ventures","new_project",NA,"yes","50000","Coordination,Infection prevention,WASH,Mental health,Human resources","tech_support_lg ehd_districts_wash, procure_ipc other, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, mhpss_counsellors mhpss_services_supervisor_monitor,  none, surge_staff",NA,"Implemented by ALIGHT with Sub-grantees CBOs ( Wakati Foundation and Opportunigee), Implemented by ALIGHT with Sub-grantees CBOs ( Wakati Foundation and Opportunigee), Implemented by ALIGHT with Sub-grantees CBOs ( Wakati Foundation and Opportunigee)","ankole","isingiro"
"113","ID-122","Mission Aviation Fellowship (MAF)","COVID-19 activities only","Internal Funding","ongoing_project","yes",NA,"20000","other","none, none, none,  none, none, none, none,  none, none","Flights to any of the airstrips within the country, MAF is able to provide subsidised air transport for church, mission and development agencies (NGO's) as well as government staff for emergency flights related to the Covid response under a MoH letter of authorisation","","karamoja westnile","moroto kaabong kotido amudat, adjumani arua moyo"
"114","ID-123","United Nations High Commissioner For Refugees","Preparedness and Response in Refugee Hosting districts","HQ, Internal Funding","new_project",NA,"no","14249182","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,Mental health,Risk communications,Logistics,Human resources","national_task_force_district_task_force, procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, orient_workers_surveillance contact_tracing_followup other,  activate_ambulance other, procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings, none, other, supplies, procure_ppe procure_medicine procure_waste_management_supplies procure_thermometers fuel ambulances_procurement procure_icu_equipment purchase_megaphones_vht procure_sanitizer procure_bottles procure_soap procure_boots wash_costs, recruitment_costs compensation_health_providers facilitate_response_teams",NA,"Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC), OXFAM, NSAMISI, LWF, WMU, Medical Teams International (MTI), International Rescue Committee (IRC), Medical Teams International (MTI), International Rescue Committee (IRC)","acholi ankole bunyoro toro westnile, acholi ankole bunyoro toro westnile","lamwo, isingiro, kikuube kiryandongo, kyegegwa kamwenge, yumbe adjumani arua koboko madiokollo obongi, lamwo"
"115","ID-124","CARE International","Women and Youth Resilience Project","Austrian Development Coperation","ongoing_project","yes",NA,"15000","Case management,Mental health,Risk communications","none, none, none,  orientation_workers_rrh, none, none, mhpss_counsellors mhpss_support_materials, supplies, none, none",NA,"Partners for Community Health and Development organisations, Partners for Community Health and Development organisations,Community Empowerment for Rural Development","acholi, acholi westnile","gulu, gulu, arua"
"116","ID-125","Norwegian Refugee Council (NRC)","Support setting up isolation shelter and renovation works (new facilities & old), supply of handwashing facilities and soap to health centres, support with fuel at district level and support with water storage tanks","sweden eu norway, Internal Funding","new_project",NA,"yes","3e+05","Coordination,Infection prevention,WASH,Mental health,Risk communications,Logistics","tech_support_lg ehd_districts_wash other, adapted_ipc_standard_operating_procedures procure_ipc, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, mhpss_counsellors mhpss_services_supervisor_monitor mhpss_support_materials, supplies, procure_ppe procure_waste_management_supplies fuel provision_mattresses_bedding purchase_megaphones_vht procure_sanitizer procure_bottles procure_soap procure_watertanks chlorination wash_isolation_quarantine_centres sanitation_facilities procure_boots, none","Multipurpose cash to support the most vulnerable during the lockdown","AHA","ankole bunyoro kampala westnile, kampala, ankole bunyoro kampala westnile, kampala westnile, ankole bunyoro westnile, ankole kampala westnile","isingiro, kikuube hoima, kampala, yumbe adjumani arua, isingiro, kikuube"
"117","ID-126","Norwegian Refugee Council (NRC)","targeting the most vulnerable persons using Community based approach and community based protection analysis","sweden norway","new_project",NA,"no","7e+05","WASH,Risk communications,Logistics","none, none, none,  none, support_engagements_with_authorities procure_wash_infrastructure hygiene_promotion_sensitization support_community_engagement_meetings support_operationalization_of_wash_committees, none, none, supplies, procure_sanitizer procure_soap procure_watertanks chlorination wash_isolation_quarantine_centres procure_boots wash_costs, none",NA,"AHA and Cafomi","ankole bunyoro kampala westnile","isingiro, kikuube, kampala, yumbe adjumani arua"
"118","ID-127","Norwegian Refugee Council (NRC)","None","NA","new_project",NA,"no","0","other","none, none, none,  none, none, none, none,  none, none",NA,"","ankole","isingiro"
"119","ID-128","Norwegian Refugee Council (NRC)","None","NA","new_project",NA,"no","0","other","none, none, none,  none, none, none, none,  none, none",NA,"","kampala","kampala"
"120","ID-129","International Rescue Committee (IRC)","CORE Group Polio Project (CGPP)","World Vision","ongoing_project","yes",NA,"60000","Surveillance,Laboratory,Risk communications","none, none, orient_workers_surveillance,  none, none, none, none, supplies personnel, none, none",NA,"","acholi westnile","lamwo, yumbe"
"121","ID-130","International Rescue Committee (IRC)","Enhancing the resilience of urban refugees and vulnerable host communities in Kampala through an integrated protection and livelihoods approach","us","ongoing_project","yes",NA,"164000","Risk communications","none, none, none,  none, none, none, none, supplies, none, none",NA,"","kampala","kampala"
"122","ID-131","International Rescue Committee (IRC)","Provision of multi-sector assistance and protection to South Sudanese refugees in West Nile, Uganda","us","ongoing_project","yes",NA,"50000","WASH,Mental health,Risk communications,Logistics","none, none, none,  none, procure_wash_infrastructure, none, mhpss_services_supervisor_monitor, supplies personnel, procure_soap, none",NA,"","westnile","yumbe"
"123","ID-132","International Rescue Committee (IRC)","Provision of Protection, Legal, Community-Based Protection I Services, SGBV, Child Protection, Psychosocial Support and : Health and Nutrition Services for Refugees residing in Arua, Yumbe, and Lamwo","unhcr","ongoing_project","yes",NA,"5e+05","Coordination,Infection prevention,Surveillance,Laboratory,Case management,WASH,Mental health,Risk communications,Human resources","orientation_surge tech_support_lg, procure_ipc ipc_refresher_training_and_onsite_mentorship_on_standard_and_transmission, distribute_tools orient_workers_surveillance case_investigation contact_tracing_followup,  activate_ambulance medicine_home_isolation, hygiene_promotion_sensitization support_community_engagement_meetings, none, mhpss_counsellors mhpss_support_materials, supplies personnel, none, recruitment_costs surge_staff compensation_responders compensation_health_providers",NA,"TPO","acholi westnile","lamwo, yumbe arua"
"124","ID-133","International Rescue Committee (IRC)","UNFPA International Rescue Committee Annual Work Plan 2020","unfpa","ongoing_project","yes",NA,"1e+05","Coordination,Infection prevention,Risk communications","tech_support_lg, procure_ipc, none,  none, none, none, none, supplies personnel, none, none",NA,"","karamoja","moroto kaabong nakapiripirit kotido napak abim amudat nabilatuk"
